Member_number,Date,itemDescription
2829,29-10-2015,pip fruit
2829,19-12-2015,frankfurter
2829,7/7/2014,pork
2829,19-12-2015,chewing gum
2829,29-10-2015,candles
2829,19-12-2015,margarine
2829,7/7/2014,soda
2829,19-12-2015,chewing gum
2829,19-12-2015,detergent
2830,28-05-2015,canned beer
2830,22-06-2015,citrus fruit
2830,22-06-2015,sausage
2830,21-09-2014,sausage
2830,19-07-2014,hamburger meat
2830,28-05-2015,salty snack
2830,22-06-2015,rolls/buns
2830,22-06-2015,frozen potato products
2830,21-09-2014,bottled beer
2830,19-07-2014,rolls/buns
2830,28-05-2015,soda
2831,6/1/2015,frankfurter
2831,30-05-2014,soda
2831,18-05-2014,pip fruit
2831,6/1/2015,frozen dessert
2831,30-05-2014,sliced cheese
2831,18-05-2014,soda
2831,30-05-2014,butter
2831,25-05-2014,fruit/vegetable juice
2831,25-05-2014,margarine
2832,2/11/2015,other vegetables
2832,29-07-2014,sausage
2832,7/7/2014,whole milk
2832,2/11/2015,frozen vegetables
2832,29-07-2014,meat spreads
2832,7/7/2014,newspapers
2832,30-05-2014,specialty chocolate
2832,4/8/2014,curd
2832,29-07-2014,domestic eggs
2832,30-05-2014,bottled water
2832,4/8/2014,newspapers
2833,14-08-2015,citrus fruit
2833,14-08-2015,beef
2833,14-08-2015,whipped/sour cream
2833,14-08-2015,other vegetables
2834,26-12-2015,beef
2834,2/12/2015,newspapers
2834,7/2/2014,other vegetables
2834,26-12-2015,cream cheese 
2834,2/12/2015,yogurt
2834,7/2/2014,soda
2834,1/8/2014,sliced cheese
2834,7/2/2014,yogurt
2834,2/12/2015,napkins
2834,1/8/2014,shopping bags
2835,9/10/2015,citrus fruit
2835,9/10/2015,ham
2835,18-07-2014,brandy
2835,23-07-2014,whole milk
2835,10/5/2014,rolls/buns
2835,11/8/2014,root vegetables
2835,9/10/2015,onions
2835,9/10/2015,yogurt
2835,18-07-2014,specialty bar
2835,23-07-2014,cream cheese 
2835,10/5/2014,whole milk
2835,11/8/2014,rolls/buns
2835,21-11-2014,rolls/buns
2835,28-01-2014,domestic eggs
2835,18-07-2014,chocolate
2835,9/10/2015,pasta
2835,9/10/2015,newspapers
2835,21-11-2014,shopping bags
2835,28-01-2014,bottled water
2836,29-12-2015,UHT-milk
2836,14-08-2015,UHT-milk
2836,6/11/2014,meat
2836,4/10/2014,whole milk
2836,20-10-2014,tropical fruit
2836,29-12-2015,berries
2836,14-08-2015,butter milk
2836,6/11/2014,root vegetables
2836,4/10/2014,shopping bags
2836,20-10-2014,butter
2836,29-12-2015,shopping bags
2836,14-08-2015,napkins
2837,22-04-2015,whole milk
2837,19-09-2015,rolls/buns
2837,13-10-2014,dessert
2837,5/11/2014,brandy
2837,26-06-2014,frozen dessert
2837,22-04-2015,yogurt
2837,19-09-2015,citrus fruit
2837,13-10-2014,soda
2837,5/11/2014,soap
2837,26-06-2014,bottled water
2837,5/11/2014,chewing gum
2838,10/11/2015,rolls/buns
2838,19-04-2014,pastry
2838,28-04-2014,liver loaf
2838,10/11/2015,bottled water
2838,19-04-2014,berries
2838,28-04-2014,waffles
2838,10/11/2015,vinegar
2839,31-10-2015,beef
2839,6/7/2014,soda
2839,29-06-2014,beef
2839,31-10-2015,whole milk
2839,6/7/2014,napkins
2839,29-06-2014,red/blush wine
2839,6/7/2014,specialty chocolate
2839,31-10-2015,candy
2840,27-01-2015,photo/film
2840,12/2/2015,beverages
2840,24-03-2015,frankfurter
2840,7/8/2015,pork
2840,27-05-2015,other vegetables
2840,27-05-2015,frozen meals
2840,22-07-2014,butter
2840,27-01-2015,cat food
2840,12/2/2015,curd
2840,24-03-2015,butter
2840,7/8/2015,rolls/buns
2840,27-05-2015,rolls/buns
2840,27-05-2015,canned beer
2840,22-07-2014,yogurt
2840,27-05-2015,white bread
2841,20-12-2015,finished products
2841,20-12-2015,domestic eggs
2842,29-07-2015,sausage
2842,15-05-2014,beef
2842,29-07-2015,whole milk
2842,15-05-2014,soda
2843,14-12-2015,whole milk
2843,12/10/2015,pip fruit
2843,14-04-2014,rolls/buns
2843,6/6/2014,rum
2843,14-12-2015,pasta
2843,12/10/2015,onions
2843,14-04-2014,canned vegetables
2843,6/6/2014,rolls/buns
2843,12/10/2015,domestic eggs
2844,21-05-2015,tropical fruit
2844,21-05-2015,whipped/sour cream
2845,1/10/2015,other vegetables
2845,1/10/2015,processed cheese
2845,26-11-2014,sliced cheese
2845,26-11-2014,frozen chicken
2846,23-09-2015,other vegetables
2846,15-08-2015,whipped/sour cream
2846,26-10-2014,canned fish
2846,23-09-2015,liquor
2846,15-08-2015,instant coffee
2846,26-10-2014,shopping bags
2847,23-11-2015,canned beer
2847,18-05-2015,whipped/sour cream
2847,28-04-2014,hamburger meat
2847,5/1/2014,rolls/buns
2847,13-06-2014,ham
2847,23-11-2015,white bread
2847,18-05-2015,chicken
2847,28-04-2014,spices
2847,5/1/2014,processed cheese
2847,13-06-2014,yogurt
2847,4/1/2014,soups
2847,4/1/2014,margarine
2847,28-04-2014,chocolate
2848,15-11-2015,chicken
2848,14-07-2014,butter
2848,15-11-2015,pasta
2848,14-07-2014,bottled water
2849,24-11-2015,pork
2849,28-05-2014,pip fruit
2849,11/2/2014,UHT-milk
2849,30-06-2014,sausage
2849,24-11-2015,yogurt
2849,28-05-2014,sauces
2849,11/2/2014,herbs
2849,30-06-2014,brown bread
2849,11/2/2014,newspapers
2849,28-08-2014,bottled water
2849,28-08-2014,napkins
2850,27-03-2015,whole milk
2850,18-01-2014,organic sausage
2850,10/1/2014,pip fruit
2850,27-02-2014,rolls/buns
2850,27-03-2015,finished products
2850,18-01-2014,UHT-milk
2850,10/1/2014,root vegetables
2850,27-02-2014,rolls/buns
2850,27-03-2015,beef
2851,16-03-2015,rolls/buns
2851,16-09-2015,canned beer
2851,1/1/2015,whole milk
2851,17-02-2015,butter
2851,16-03-2015,other vegetables
2851,1/1/2015,white bread
2851,17-02-2015,bottled beer
2851,22-06-2014,bottled beer
2851,11/4/2014,other vegetables
2851,5/5/2014,herbs
2851,14-11-2014,tropical fruit
2851,16-03-2015,curd
2851,16-09-2015,napkins
2851,1/1/2015,canned beer
2851,17-02-2015,canned beer
2851,16-03-2015,spread cheese
2851,1/1/2015,brown bread
2851,17-02-2015,chewing gum
2851,22-06-2014,whipped/sour cream
2851,11/4/2014,bottled beer
2851,5/5/2014,specialty chocolate
2851,14-11-2014,onions
2851,16-01-2014,rolls/buns
2851,5/5/2014,red/blush wine
2851,16-03-2015,candles
2851,1/1/2015,fruit/vegetable juice
2851,17-02-2015,fruit/vegetable juice
2851,5/5/2014,salad dressing
2851,16-01-2014,misc. beverages
2852,8/6/2015,citrus fruit
2852,8/6/2015,whipped/sour cream
2853,17-11-2014,tropical fruit
2853,26-10-2014,other vegetables
2853,17-11-2014,UHT-milk
2853,26-10-2014,semi-finished bread
2853,17-11-2014,candy
2854,8/2/2015,coffee
2854,8/2/2015,other vegetables
2854,13-02-2014,rolls/buns
2854,19-06-2014,rolls/buns
2854,15-07-2014,berries
2854,8/2/2015,candy
2854,8/2/2015,whole milk
2854,13-02-2014,napkins
2854,19-06-2014,shopping bags
2854,15-07-2014,pip fruit
2854,13-02-2014,bottled beer
2855,8/11/2015,sausage
2855,5/8/2015,canned beer
2855,9/9/2015,other vegetables
2855,3/2/2015,sausage
2855,5/8/2015,organic products
2855,3/2/2015,frankfurter
2855,17-01-2014,yogurt
2855,25-05-2014,tropical fruit
2855,13-06-2014,whole milk
2855,7/11/2014,rolls/buns
2855,8/11/2015,soda
2855,5/8/2015,whole milk
2855,9/9/2015,soda
2855,3/2/2015,herbs
2855,5/8/2015,frozen dessert
2855,3/2/2015,rice
2855,17-01-2014,coffee
2855,25-05-2014,UHT-milk
2855,13-06-2014,cat food
2855,7/11/2014,hygiene articles
2855,13-06-2014,processed cheese
2855,5/8/2015,misc. beverages
2855,13-06-2014,rolls/buns
2856,21-08-2015,meat
2856,24-12-2014,instant coffee
2856,21-08-2015,other vegetables
2856,24-12-2014,sparkling wine
2857,18-02-2015,root vegetables
2857,18-04-2015,whole milk
2857,28-08-2014,beef
2857,12/12/2014,pip fruit
2857,30-05-2014,meat
2857,2/8/2014,yogurt
2857,18-04-2015,tropical fruit
2857,18-02-2015,tropical fruit
2857,18-04-2015,liquor (appetizer)
2857,28-08-2014,coffee
2857,12/12/2014,newspapers
2857,30-05-2014,waffles
2857,2/8/2014,whipped/sour cream
2857,18-04-2015,soda
2857,12/12/2014,fruit/vegetable juice
2858,24-08-2014,grapes
2858,24-08-2014,packaged fruit/vegetables
2858,24-08-2014,detergent
2859,11/2/2015,grapes
2859,27-02-2014,brown bread
2859,11/2/2015,herbs
2859,27-02-2014,processed cheese
2860,20-12-2015,root vegetables
2860,1/3/2015,sausage
2860,11/1/2014,tropical fruit
2860,15-09-2014,flower soil/fertilizer
2860,26-10-2014,beef
2860,8/7/2014,other vegetables
2860,20-12-2015,flower (seeds)
2860,1/3/2015,shopping bags
2860,11/1/2014,yogurt
2860,15-09-2014,waffles
2860,26-10-2014,butter
2860,8/7/2014,chocolate
2860,1/3/2015,light bulbs
2860,11/1/2014,bottled water
2861,23-02-2015,whole milk
2861,2/12/2015,pastry
2861,12/3/2015,meat
2861,15-04-2014,whole milk
2861,25-10-2014,dessert
2861,23-02-2015,tropical fruit
2861,2/12/2015,whole milk
2861,12/3/2015,tropical fruit
2861,15-04-2014,pastry
2861,25-10-2014,whole milk
2861,25-10-2014,whole milk
2861,25-10-2014,domestic eggs
2862,8/8/2015,misc. beverages
2862,9/12/2014,bottled water
2862,8/8/2015,long life bakery product
2862,9/12/2014,soda
2862,2/6/2014,kitchen towels
2862,2/6/2014,shopping bags
2863,12/3/2014,frankfurter
2863,3/3/2014,chocolate
2863,7/7/2014,hamburger meat
2863,12/3/2014,bottled beer
2863,3/3/2014,whipped/sour cream
2863,7/7/2014,tidbits
2863,3/3/2014,bottled beer
2864,3/8/2015,beverages
2864,13-03-2015,citrus fruit
2864,16-10-2014,berries
2864,12/1/2014,popcorn
2864,3/8/2015,shopping bags
2864,13-03-2015,tropical fruit
2864,16-10-2014,other vegetables
2864,12/1/2014,dishes
2864,12/1/2014,whole milk
2864,16-10-2014,fruit/vegetable juice
2865,4/11/2015,pot plants
2865,14-05-2015,oil
2865,23-09-2014,root vegetables
2865,14-05-2015,pork
2865,4/11/2015,soda
2865,14-05-2015,other vegetables
2865,23-09-2014,processed cheese
2865,14-05-2015,frozen meals
2866,16-04-2014,curd
2866,16-04-2014,whole milk
2867,12/11/2015,whole milk
2867,23-12-2015,chicken
2867,25-06-2015,butter
2867,16-07-2015,turkey
2867,12/11/2015,bottled water
2867,16-07-2015,soft cheese
2867,9/5/2014,other vegetables
2867,12/11/2015,chicken
2867,23-12-2015,bottled water
2867,25-06-2015,shopping bags
2867,16-07-2015,other vegetables
2867,12/11/2015,citrus fruit
2867,16-07-2015,canned beer
2867,9/5/2014,salty snack
2867,12/11/2015,canned vegetables
2868,20-03-2015,pork
2868,18-07-2015,waffles
2868,4/12/2015,beef
2868,9/1/2015,salt
2868,18-07-2015,pip fruit
2868,22-04-2014,soda
2868,15-06-2014,citrus fruit
2868,4/3/2014,pastry
2868,20-03-2015,hamburger meat
2868,18-07-2015,whole milk
2868,4/12/2015,yogurt
2868,9/1/2015,semi-finished bread
2868,18-07-2015,beef
2868,22-04-2014,other vegetables
2868,15-06-2014,pickled vegetables
2868,4/3/2014,oil
2868,2/4/2014,soda
2868,22-04-2014,chocolate
2868,18-07-2015,yogurt
2868,2/4/2014,salty snack
2868,4/3/2014,potato products
2869,29-04-2015,whole milk
2869,10/12/2015,beef
2869,10/12/2015,tropical fruit
2869,2/8/2014,bottled water
2869,8/11/2014,cream cheese 
2869,29-04-2015,curd
2869,10/12/2015,root vegetables
2869,10/12/2015,whole milk
2869,2/8/2014,bottled beer
2869,8/11/2014,bottled water
2869,2/8/2014,brown bread
2869,10/12/2015,cream cheese 
2869,10/12/2015,newspapers
2869,29-04-2015,yogurt
2870,21-01-2015,chicken
2870,25-02-2015,white bread
2870,25-10-2015,beef
2870,25-02-2015,hamburger meat
2870,4/9/2014,pork
2870,14-12-2014,tropical fruit
2870,21-01-2015,whole milk
2870,25-02-2015,pastry
2870,25-10-2015,beef
2870,25-02-2015,frozen meals
2870,4/9/2014,yogurt
2870,14-12-2014,whole milk
2870,21-01-2015,specialty bar
2871,20-12-2015,hamburger meat
2871,3/5/2014,whole milk
2871,21-04-2014,newspapers
2871,21-09-2014,root vegetables
2871,20-12-2015,root vegetables
2871,3/5/2014,dessert
2871,21-04-2014,roll products 
2871,21-09-2014,yogurt
2872,19-09-2015,onions
2872,19-09-2015,tropical fruit
2872,6/8/2014,liquor (appetizer)
2872,4/8/2014,whole milk
2872,19-09-2015,shopping bags
2872,19-09-2015,other vegetables
2872,6/8/2014,whole milk
2872,4/8/2014,domestic eggs
2873,3/9/2015,other vegetables
2873,15-07-2015,photo/film
2873,23-10-2014,whole milk
2873,28-01-2014,soda
2873,23-05-2014,rolls/buns
2873,9/10/2014,whole milk
2873,3/9/2015,whipped/sour cream
2873,15-07-2015,liquor (appetizer)
2873,23-10-2014,detergent
2873,28-01-2014,citrus fruit
2873,23-05-2014,whole milk
2873,9/10/2014,cake bar
2873,23-05-2014,frozen vegetables
2873,28-01-2014,rolls/buns
2873,23-10-2014,soda
2873,23-05-2014,newspapers
2874,15-02-2015,sausage
2874,5/1/2015,sausage
2874,9/9/2015,pip fruit
2874,22-01-2015,soda
2874,15-02-2015,bottled beer
2874,22-01-2015,frankfurter
2874,9/9/2015,butter
2874,15-02-2015,onions
2874,5/1/2015,hygiene articles
2874,9/9/2015,whole milk
2874,22-01-2015,bottled water
2874,15-02-2015,other vegetables
2874,22-01-2015,chicken
2874,9/9/2015,other vegetables
2874,5/1/2015,ice cream
2874,15-02-2015,soda
2875,1/11/2015,whole milk
2875,12/3/2015,zwieback
2875,30-04-2014,brown bread
2875,1/11/2015,soda
2875,12/3/2015,soda
2875,30-04-2014,herbs
2875,12/3/2015,curd
2876,30-10-2015,other vegetables
2876,9/9/2015,sausage
2876,22-03-2015,sausage
2876,19-09-2015,tropical fruit
2876,30-10-2015,pip fruit
2876,9/9/2015,other vegetables
2876,22-03-2015,fruit/vegetable juice
2876,19-09-2015,chewing gum
2876,20-12-2014,whole milk
2876,22-03-2015,coffee
2876,30-10-2015,fruit/vegetable juice
2876,20-12-2014,shopping bags
2877,10/4/2015,pip fruit
2877,13-06-2014,frozen meals
2877,10/4/2015,tropical fruit
2877,10/4/2015,waffles
2877,13-06-2014,mustard
2877,10/4/2015,root vegetables
2878,13-06-2014,rolls/buns
2878,13-06-2014,bottled water
2878,4/11/2014,whipped/sour cream
2878,4/11/2014,pastry
2879,18-04-2015,hair spray
2879,23-07-2015,liver loaf
2879,28-12-2015,whole milk
2879,26-05-2015,frankfurter
2879,27-06-2014,dessert
2879,18-04-2015,chocolate
2879,23-07-2015,whipped/sour cream
2879,28-12-2015,spread cheese
2879,26-05-2015,newspapers
2879,27-06-2014,herbs
2879,18-04-2015,rolls/buns
2879,27-06-2014,detergent
2879,27-06-2014,artif. sweetener
2880,3/11/2015,liver loaf
2880,19-06-2015,pork
2880,4/12/2014,tropical fruit
2880,19-06-2015,bottled beer
2880,3/11/2015,onions
2880,19-06-2015,whole milk
2880,4/12/2014,soda
2880,19-06-2015,margarine
2881,6/3/2014,domestic eggs
2881,6/3/2014,margarine
2881,1/6/2014,butter milk
2881,1/6/2014,canned vegetables
2882,12/6/2015,berries
2882,25-06-2015,citrus fruit
2882,26-04-2015,sausage
2882,25-06-2015,sausage
2882,12/12/2014,sliced cheese
2882,12/6/2015,other vegetables
2882,25-06-2015,domestic eggs
2882,26-04-2015,chewing gum
2882,25-06-2015,citrus fruit
2882,12/12/2014,other vegetables
2882,25-06-2015,dishes
2883,17-02-2015,citrus fruit
2883,12/10/2015,whipped/sour cream
2883,16-04-2015,oil
2883,12/10/2015,meat
2883,9/5/2014,hamburger meat
2883,17-02-2015,butter
2883,12/10/2015,bottled water
2883,16-04-2015,yogurt
2883,12/10/2015,newspapers
2883,9/5/2014,rolls/buns
2884,4/1/2015,frozen vegetables
2884,8/5/2015,UHT-milk
2884,28-12-2015,other vegetables
2884,17-03-2014,bottled water
2884,4/1/2015,napkins
2884,8/5/2015,cream cheese 
2884,28-12-2015,dessert
2884,17-03-2014,other vegetables
2885,15-05-2015,citrus fruit
2885,22-03-2015,tropical fruit
2885,19-11-2015,chicken
2885,25-07-2014,whole milk
2885,26-12-2014,butter
2885,22-03-2015,whole milk
2885,15-05-2015,hamburger meat
2885,22-03-2015,nut snack
2885,19-11-2015,bottled water
2885,25-07-2014,spices
2885,26-12-2014,long life bakery product
2885,22-03-2015,sliced cheese
2885,15-05-2015,rolls/buns
2885,25-07-2014,photo/film
2886,14-02-2014,curd
2886,12/12/2014,tropical fruit
2886,14-02-2014,waffles
2886,12/12/2014,butter
2887,17-01-2015,tropical fruit
2887,5/12/2014,waffles
2887,17-01-2015,whole milk
2887,5/12/2014,specialty bar
2888,5/9/2015,sausage
2888,20-12-2015,pip fruit
2888,8/1/2015,flour
2888,4/5/2014,pastry
2888,5/9/2015,soda
2888,20-12-2015,other vegetables
2888,8/1/2015,brown bread
2888,4/5/2014,other vegetables
2888,5/9/2015,other vegetables
2889,20-01-2015,citrus fruit
2889,20-01-2015,yogurt
2890,26-04-2015,fish
2890,13-02-2014,bottled water
2890,26-04-2015,newspapers
2890,13-02-2014,shopping bags
2890,13-02-2014,soda
2890,13-02-2014,flour
2891,2/7/2015,root vegetables
2891,2/7/2015,liver loaf
2891,2/7/2015,white bread
2891,2/7/2015,domestic eggs
2891,2/7/2015,cream cheese 
2892,19-08-2014,sausage
2892,19-08-2014,pastry
2892,20-11-2014,soda
2892,19-08-2014,coffee
2892,20-11-2014,pastry
2893,6/10/2015,tropical fruit
2893,12/12/2015,candles
2893,19-01-2014,other vegetables
2893,16-04-2014,grapes
2893,2/11/2014,hard cheese
2893,6/10/2015,citrus fruit
2893,12/12/2015,canned fish
2893,19-01-2014,rolls/buns
2893,16-04-2014,pickled vegetables
2893,2/11/2014,white wine
2893,12/12/2015,oil
2894,14-03-2015,butter
2894,14-03-2015,newspapers
2895,14-08-2015,long life bakery product
2895,14-08-2015,hamburger meat
2895,14-08-2015,whole milk
2897,27-01-2015,zwieback
2897,26-04-2014,whole milk
2897,7/11/2014,mustard
2897,27-01-2015,yogurt
2897,26-04-2014,chocolate
2897,7/11/2014,curd
2898,23-07-2014,yogurt
2898,7/1/2014,rolls/buns
2898,10/6/2014,rolls/buns
2898,23-07-2014,pasta
2898,7/1/2014,bottled water
2898,10/6/2014,soda
2898,23-07-2014,bottled water
2899,6/9/2015,sausage
2899,9/11/2015,sausage
2899,24-11-2015,chicken
2899,8/1/2014,frankfurter
2899,6/9/2015,pastry
2899,9/11/2015,fruit/vegetable juice
2899,24-11-2015,cling film/bags
2899,8/1/2014,canned beer
2899,9/11/2015,pot plants
2899,24-11-2015,rolls/buns
2899,8/1/2014,soda
2900,11/4/2015,pastry
2900,11/4/2015,bottled water
2900,23-11-2014,sugar
2900,19-02-2014,chicken
2900,5/3/2014,sausage
2900,11/4/2015,dishes
2900,11/4/2015,whole milk
2900,23-11-2014,whole milk
2900,19-02-2014,whole milk
2900,5/3/2014,bottled beer
2900,23-11-2014,shopping bags
2900,11/4/2015,canned beer
2901,9/8/2014,whipped/sour cream
2901,10/7/2014,processed cheese
2901,14-04-2014,beverages
2901,20-06-2014,domestic eggs
2901,9/8/2014,curd
2901,10/7/2014,other vegetables
2901,14-04-2014,tropical fruit
2901,20-06-2014,chocolate
2902,6/6/2015,whole milk
2902,16-08-2015,cat food
2902,12/6/2015,tropical fruit
2902,6/6/2015,pastry
2902,16-08-2015,whole milk
2902,12/6/2015,other vegetables
2902,16-08-2015,chocolate
2903,8/8/2015,sausage
2903,2/8/2015,tropical fruit
2903,8/8/2015,frankfurter
2903,8/8/2015,citrus fruit
2903,8/5/2014,tropical fruit
2903,8/8/2015,bottled beer
2903,2/8/2015,other vegetables
2903,8/8/2015,soda
2903,8/8/2015,butter
2903,8/5/2014,other vegetables
2903,8/5/2014,sugar
2903,8/8/2015,oil
2904,6/6/2015,specialty chocolate
2904,17-09-2015,root vegetables
2904,7/4/2014,pip fruit
2904,28-09-2014,pastry
2904,6/6/2015,tropical fruit
2904,17-09-2015,flour
2904,7/4/2014,sweet spreads
2904,28-09-2014,whipped/sour cream
2904,28-09-2014,whipped/sour cream
2904,28-09-2014,oil
2905,22-10-2015,tropical fruit
2905,22-10-2015,beef
2905,22-10-2015,cream cheese 
2905,22-10-2015,frozen vegetables
2905,17-01-2014,waffles
2905,17-01-2014,brown bread
2906,8/7/2015,chicken
2906,25-06-2014,frankfurter
2906,15-10-2014,coffee
2906,2/3/2014,whole milk
2906,13-11-2014,chicken
2906,8/7/2015,dessert
2906,25-06-2014,cream cheese 
2906,15-10-2014,brown bread
2906,2/3/2014,butter
2906,13-11-2014,brown bread
2906,13-11-2014,bottled beer
2907,2/8/2014,white wine
2907,2/11/2014,root vegetables
2907,19-12-2014,ham
2907,25-03-2014,margarine
2907,15-10-2014,sausage
2907,17-04-2014,citrus fruit
2907,2/8/2014,domestic eggs
2907,2/11/2014,whipped/sour cream
2907,19-12-2014,pastry
2907,25-03-2014,fruit/vegetable juice
